period,token_standard,token_id,total_sell,total_buy,total_volume,total_supply,turnover_rate,turnover_rate_percent,adjusted_turnover_rate,adjusted_turnover_rate_percent
2024-12-30,erc1155,5,58,58,116,38010,0.00305183,0.3052,-0.99694817,-99.6948
2024-12-30,erc1155,6,21,21,42,445200,0.00009434,0.0094,-0.99990566,-99.9906
2024-12-30,erc1155,7,54,20,74,33663,0.00219826,0.2198,-0.99780174,-99.7802
2024-12-30,erc1155,8,70,65,135,26775,0.00504202,0.5042,-0.99495798,-99.4958
2024-12-30,erc1155,9,599,599,1198,308553,0.00388264,0.3883,-0.99611736,-99.6117
2024-12-31,erc1155,10,100,128,228,33075,0.00689342,0.6893,-0.99310658,-99.3107
2024-12-31,erc1155,11,399,399,798,692451,0.00115243,0.1152,-0.99884757,-99.8848
2024-12-31,erc1155,12,11724,8594,20318,444140,0.04574684,4.5747,-0.95425316,-95.4253
2024-12-31,erc1155,13,2307,2317,4624,648943,0.00712543,0.7125,-0.99287457,-99.2875
2024-12-31,erc1155,14,111,114,225,31500,0.00714286,0.7143,-0.99285714,-99.2857
2024-12-31,erc1155,16,1481,1481,2962,626260,0.00472966,0.4730,-0.99527034,-99.5270
2024-12-31,erc1155,17,836,705,1541,522584,0.00294881,0.2949,-0.99705119,-99.7051
2024-12-31,erc1155,18,1239,818,2057,706912,0.00290984,0.2910,-0.99709016,-99.7090
2024-12-31,erc1155,19,1756,1756,3512,445200,0.00788859,0.7889,-0.99211141,-99.2111
2024-12-31,erc1155,20,5190,4530,9720,619080,0.01570072,1.5701,-0.98429928,-98.4299
2024-12-31,erc1155,22,2814,1849,4663,641539,0.00726846,0.7268,-0.99273154,-99.2732
2024-12-31,erc1155,23,3100,2744,5844,741286,0.00788360,0.7884,-0.99211640,-99.2116
2024-12-31,erc1155,25,4917,31655,36572,1213275,0.03014321,3.0143,-0.96985679,-96.9857
2024-12-31,erc1155,3,65,65,130,165356,0.00078618,0.0786,-0.99921382,-99.9214
2024-12-31,erc1155,4,106,106,212,238409,0.00088923,0.0889,-0.99911077,-99.9111
2024-12-31,erc1155,5,53,53,106,38010,0.00278874,0.2789,-0.99721126,-99.7211
2024-12-31,erc1155,6,1,1,2,445200,0.00000449,0.0004,-0.99999551,-99.9996
2024-12-31,erc1155,7,59,93,152,33663,0.00451534,0.4515,-0.99548466,-99.5485
2024-12-31,erc1155,8,36,41,77,26775,0.00287582,0.2876,-0.99712418,-99.7124
2024-12-31,erc1155,9,1570,1011,2581,308553,0.00836485,0.8365,-0.99163515,-99.1635
2025-01-01,erc1155,10,31,30,61,33075,0.00184429,0.1844,-0.99815571,-99.8156
2025-01-01,erc1155,11,2614,2614,5228,692451,0.00754999,0.7550,-0.99245001,-99.2450
2025-01-01,erc1155,12,2412,5446,7858,444140,0.01769262,1.7693,-0.98230738,-98.2307
2025-01-01,erc1155,13,2829,2774,5603,648943,0.00863404,0.8634,-0.99136596,-99.1366
2025-01-01,erc1155,14,226,226,452,31500,0.01434921,1.4349,-0.98565079,-98.5651
2025-01-01,erc1155,16,4410,4400,8810,626260,0.01406764,1.4068,-0.98593236,-98.5932
2025-01-01,erc1155,17,634,765,1399,522584,0.00267708,0.2677,-0.99732292,-99.7323
2025-01-01,erc1155,18,3973,1502,5475,706912,0.00774495,0.7745,-0.99225505,-99.2255
2025-01-01,erc1155,19,1366,1366,2732,445200,0.00613657,0.6137,-0.99386343,-99.3863
2025-01-01,erc1155,20,1563,2220,3783,619080,0.00611068,0.6111,-0.99388932,-99.3889
2025-01-01,erc1155,22,6196,7117,13313,641539,0.02075166,2.0752,-0.97924834,-97.9248
2025-01-01,erc1155,23,4386,4251,8637,741286,0.01165137,1.1651,-0.98834863,-98.8349
2025-01-01,erc1155,25,9153,25790,34943,1213275,0.02880056,2.8801,-0.97119944,-97.1199
2025-01-01,erc1155,3,530,530,1060,165356,0.00641041,0.6410,-0.99358959,-99.3590
2025-01-01,erc1155,4,1842,1681,3523,238409,0.01477713,1.4777,-0.98522287,-98.5223
2025-01-01,erc1155,5,50,50,100,38010,0.00263089,0.2631,-0.99736911,-99.7369
2025-01-01,erc1155,6,1060,1060,2120,445200,0.00476190,0.4762,-0.99523810,-99.5238
2025-01-01,erc1155,7,45,45,90,33663,0.00267356,0.2674,-0.99732644,-99.7326
2025-01-01,erc1155,8,8,8,16,26775,0.00059757,0.0598,-0.99940243,-99.9402
2025-01-01,erc1155,9,1088,1597,2685,308553,0.00870191,0.8702,-0.99129809,-99.1298
2025-01-02,erc1155,10,206,207,413,33075,0.01248677,1.2487,-0.98751323,-98.7513
